Tema,Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Cantidad,TipoVehiculo,DescMotor
Venta al público de vehículos,2022,Junio,Volvo,XC90 II,Camiones ligeros,SUV's,Importado,Suecia,  68,,
Venta al público de vehículos,2022,Junio,Volvo,S60 III,Automóviles,De Lujo,Importado,Estados Unidos,  4,,
Venta al público de vehículos,2022,Junio,Volvo,C40,Automóviles,De Lujo,Importado,Bélgica,  7,,
Venta al público de vehículos,2022,Julio,Acura,INTEGRA,Automóviles,De Lujo,Importado,Estados Unidos,  1,,
Venta al público de vehículos,2022,Julio,Acura,Mdx,Camiones ligeros,SUV's,Importado,Estados Unidos,  10,,
Venta al público de vehículos,2022,Julio,Acura,NSX,Automóviles,Deportivos,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,Acura,Rdx,Camiones ligeros,SUV's,Importado,Estados Unidos,  22,,
Venta al público de vehículos,2022,Julio,Acura,TLX,Automóviles,De Lujo,Importado,Estados Unidos,  7,,
Venta al público de vehículos,2022,Julio,Alfa Romeo,Giulia,Automóviles,De Lujo,Importado,Italia,  5,,
Venta al público de vehículos,2022,Julio,Alfa Romeo,Stelvio,Automóviles,De Lujo,Importado,Italia,  4,,
Venta al público de vehículos,2022,Julio,Audi,A4,Automóviles,De Lujo,Importado,Alemania,  24,,
Venta al público de vehículos,2022,Julio,Audi,A5 Sportback,Automóviles,Deportivos,Importado,Alemania,  20,,
Venta al público de vehículos,2022,Julio,Audi,A6,Automóviles,De Lujo,Importado,Alemania,  5,,
Venta al público de vehículos,2022,Julio,Audi,A7,Automóviles,De Lujo,Importado,Alemania,  16,,
Venta al público de vehículos,2022,Julio,Audi,Q2,Automóviles,De Lujo,Importado,Eslovaquia,  132,,
Venta al público de vehículos,2022,Julio,Audi,Q5,Camiones ligeros,SUV's,Nacional,México,  121,,
Venta al público de vehículos,2022,Julio,Audi,R8,Automóviles,De Lujo,Importado,Alemania,  5,,
Venta al público de vehículos,2022,Julio,Audi,TT Coupe,Automóviles,De Lujo,Importado,Hungría,  5,,
Venta al público de vehículos,2022,Julio,Audi,A3-,Automóviles,De Lujo,Importado,Alemania,  137,,
Venta al público de vehículos,2022,Julio,Audi,Q7-,Camiones ligeros,SUV's,Importado,Eslovaquia,  36,,
Venta al público de vehículos,2022,Julio,Audi,Q8,Camiones ligeros,SUV's,Importado,Alemania,  39,,
Venta al público de vehículos,2022,Julio,Audi,e-tron,Camiones ligeros,SUV's,Importado,Bélgica,  12,,
Venta al público de vehículos,2022,Julio,Audi,A1*,Automóviles,De Lujo,Importado,España,  42,,
Venta al público de vehículos,2022,Julio,Audi,A5 Coupe,Automóviles,De Lujo,Importado,Alemania,  9,,
Venta al público de vehículos,2022,Julio,Audi,Q3 SB,Camiones ligeros,SUV's,Importado,Hungría,  163,,
Venta al público de vehículos,2022,Julio,Audi,Q 3,Camiones ligeros,SUV's,Importado,Hungría,  76,,
Venta al público de vehículos,2022,Julio,Bentley,Bentayga,Automóviles,De Lujo,Importado,Reino Unido,  1,,
Venta al público de vehículos,2022,Julio,Bentley,Flying Spur,Automóviles,De Lujo,Importado,Reino Unido,  1,,
Venta al público de vehículos,2022,Julio,BMW,i3,Automóviles,De Lujo,Importado,Alemania,  1,,
Venta al público de vehículos,2022,Julio,BMW,Serie 1 Hatch,Automóviles,De Lujo,Importado,Alemania,  22,,
Venta al público de vehículos,2022,Julio,BMW,Serie 2,Automóviles,De Lujo,Importado,Alemania,  49,,
Venta al público de vehículos,2022,Julio,BMW,Serie 3,Automóviles,De Lujo,Importado,Alemania,  7,,
Venta al público de vehículos,2022,Julio,BMW,Serie 4,Automóviles,De Lujo,Importado,Alemania,  80,,
Venta al público de vehículos,2022,Julio,BMW,Serie 5,Automóviles,De Lujo,Importado,Alemania,  15,,
Venta al público de vehículos,2022,Julio,BMW,Serie 7,Automóviles,De Lujo,Importado,Alemania,  1,,
Venta al público de vehículos,2022,Julio,BMW,X1,Camiones ligeros,SUV's,Importado,Alemania,  151,,
Venta al público de vehículos,2022,Julio,BMW,X2,Camiones ligeros,SUV's,Importado,Alemania,  25,,
Venta al público de vehículos,2022,Julio,BMW,X3,Camiones ligeros,SUV's,Importado,Estados Unidos,  139,,
Venta al público de vehículos,2022,Julio,BMW,X4,Camiones ligeros,SUV's,Importado,Estados Unidos,  191,,
Venta al público de vehículos,2022,Julio,BMW,X5,Camiones ligeros,SUV's,Importado,Estados Unidos,  157,,
Venta al público de vehículos,2022,Julio,BMW,X6,Camiones ligeros,SUV's,Importado,Estados Unidos,  80,,
Venta al público de vehículos,2022,Julio,BMW,Z4-,Automóviles,De Lujo,Importado,Alemania,  24,,
Venta al público de vehículos,2022,Julio,BMW,Serie 3-,Automóviles,De Lujo,Nacional,México,  68,,
Venta al público de vehículos,2022,Julio,BMW,X7,Camiones ligeros,SUV's,Importado,Estados Unidos,  12,,
Venta al público de vehículos,2022,Julio,BMW,iX3,Camiones ligeros,SUV's,Importado,China,  19,,
Venta al público de vehículos,2022,Julio,BMW,iX,Camiones ligeros,SUV's,Importado,Alemania,  7,,
Venta al público de vehículos,2022,Julio,BMW,i4,Automóviles,De Lujo,Importado,Alemania,  1,,
Venta al público de vehículos,2022,Julio,Chirey,Tiggo 7,Camiones ligeros,SUV's,Importado,China,  339,,
Venta al público de vehículos,2022,Julio,Chirey,Tiggo 8,Camiones ligeros,SUV's,Importado,China,  122,,
Venta al público de vehículos,2022,Julio,Chrysler,Attitude,Automóviles,Subcompactos,Importado,Tailandia,  140,,
Venta al público de vehículos,2022,Julio,Chrysler,Challenger,Automóviles,Deportivos,Importado,Canadá,  24,,
Venta al público de vehículos,2022,Julio,Chrysler,Charger,Automóviles,De Lujo,Importado,Canadá,  49,,
Venta al público de vehículos,2022,Julio,Chrysler,Chrysler Pacifica,Camiones ligeros,Minivans,Importado,Canadá,  11,,
Venta al público de vehículos,2022,Julio,Chrysler,Crew Cab-,Camiones ligeros,Pick Ups,Nacional,México,  700,,
Venta al público de vehículos,2022,Julio,Chrysler,Durango,Camiones ligeros,SUV's,Importado,Estados Unidos,  83,,
Venta al público de vehículos,2022,Julio,Chrysler,Grand Cherokee,Camiones ligeros,SUV's,Importado,Estados Unidos,  186,,
Venta al público de vehículos,2022,Julio,Chrysler,Jeep Compass,Camiones ligeros,SUV's,Importado,Estados Unidos,  197,,
Venta al público de vehículos,2022,Julio,Chrysler,Promaster,Camiones ligeros,SUV's,Nacional,México,  54,,
Venta al público de vehículos,2022,Julio,Chrysler,Promaster Rapid,Camiones ligeros,Pick Ups,Importado,Brasil,  207,,
Venta al público de vehículos,2022,Julio,Chrysler,RAM 2500-,Camiones ligeros,Pick Ups,Nacional,México,  4,,
Venta al público de vehículos,2022,Julio,Chrysler,RAM 4000,Camiones ligeros,Pick Ups,Nacional,México,  328,,
Venta al público de vehículos,2022,Julio,Chrysler,RAM 700,Camiones ligeros,Pick Ups,Importado,Brasil,  322,,
Venta al público de vehículos,2022,Julio,Chrysler,Renegade,Camiones ligeros,SUV's,Importado,Brasil,  332,,
Venta al público de vehículos,2022,Julio,Chrysler,Wrangler,Camiones ligeros,SUV's,Importado,Estados Unidos,  250,,
Venta al público de vehículos,2022,Julio,Chrysler,JT ,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  61,,
Venta al público de vehículos,2022,Julio,Chrysler,Wagoneer,Camiones ligeros,SUV's,Importado,Estados Unidos,  16,,
Venta al público de vehículos,2022,Julio,Chrysler,Journey,Camiones ligeros,SUV's,Importado,China,  862,,
Venta al público de vehículos,2022,Julio,Fiat,Ducato,Camiones ligeros,Pick Ups,Importado,Italia,  304,,
Venta al público de vehículos,2022,Julio,Fiat,Mobi,Automóviles,Subcompactos,Importado,Brasil,  101,,
Venta al público de vehículos,2022,Julio,Fiat,Argo,Automóviles,Subcompactos,Importado,Brasil,  165,,
Venta al público de vehículos,2022,Julio,Fiat,Pulse,Camiones ligeros,SUV's,Importado,Brasil,  320,,
Venta al público de vehículos,2022,Julio,Ford Motor,Edge,Camiones ligeros,SUV's,Importado,Canadá,  35,,
Venta al público de vehículos,2022,Julio,Ford Motor,Expedition,Camiones ligeros,Minivans,Importado,Estados Unidos,  45,,
Venta al público de vehículos,2022,Julio,Ford Motor,Explorer,Camiones ligeros,SUV's,Importado,Estados Unidos,  200,,
Venta al público de vehículos,2022,Julio,Ford Motor,F 250 Super Duty,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  122,,
Venta al público de vehículos,2022,Julio,Ford Motor,F-350,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  202,,
Venta al público de vehículos,2022,Julio,Ford Motor,F-450,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  56,,
Venta al público de vehículos,2022,Julio,Ford Motor,F-550,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  56,,
Venta al público de vehículos,2022,Julio,Ford Motor,Lobo Crew Cab,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  360,,
Venta al público de vehículos,2022,Julio,Ford Motor,Mustang,Automóviles,Deportivos,Importado,Estados Unidos,  74,,
Venta al público de vehículos,2022,Julio,Ford Motor,New F150 / F-150,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  244,,
Venta al público de vehículos,2022,Julio,Ford Motor,Ranger,Camiones ligeros,Pick Ups,Importado,Argentina,  548,,
Venta al público de vehículos,2022,Julio,Ford Motor,Transit,Camiones ligeros,SUV's,Importado,Reino Unido,  182,,
Venta al público de vehículos,2022,Julio,Ford Motor,Escape HEV,Camiones ligeros,SUV's,Importado,Estados Unidos,  579,,
Venta al público de vehículos,2022,Julio,Ford Motor,Bronco Sport,Camiones ligeros,SUV's,Nacional,México,  195,,
Venta al público de vehículos,2022,Julio,Ford Motor,Mustang Mach-E,Camiones ligeros,SUV's,Nacional,México,  9,,
Venta al público de vehículos,2022,Julio,Ford Motor,Maverick,Camiones ligeros,Pick Ups,Nacional,México,  351,,
Venta al público de vehículos,2022,Julio,Ford Motor,Bronco,Camiones ligeros,SUV's,Importado,Estados Unidos,  169,,
Venta al público de vehículos,2022,Julio,Ford Motor,Transit Courier,Camiones ligeros,Pick Ups,Importado,Turquía,  134,,
Venta al público de vehículos,2022,Julio,Ford Motor,E-Transit,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  84,,
Venta al público de vehículos,2022,Julio,General Motors,Acadia,Camiones ligeros,SUV's,Importado,Estados Unidos,  67,,
Venta al público de vehículos,2022,Julio,General Motors,Ats 4p,Automóviles,De Lujo,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Avalanche UUV,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Aveo,Automóviles,Subcompactos,Importado,China, 2 237,,
Venta al público de vehículos,2022,Julio,General Motors,Aveo-,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Beat,Automóviles,Subcompactos,Importado,India,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Beat 4 PTAS.,Automóviles,Subcompactos,Importado,India,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Bolt,Automóviles,Subcompactos,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Captiva Sport,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Cavalier 4 Ptas,Automóviles,Compactos,Importado,China,  474,,
Venta al público de vehículos,2022,Julio,General Motors,Chevrolet Express Cargo Van,Camiones ligeros,Minivans,Importado,Estados Unidos,  2,,
Venta al público de vehículos,2022,Julio,General Motors,Chevrolet Express Cutaway,Camiones ligeros,Minivans,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Chevrolet Express Passenger Van,Camiones ligeros,Minivans,Importado,Estados Unidos,  17,,
Venta al público de vehículos,2022,Julio,General Motors,Chevy 3 Ptas,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Chevy 4 PTAS,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Corvette,Automóviles,Deportivos,Importado,Estados Unidos,  2,,
Venta al público de vehículos,2022,Julio,General Motors,Corvette 2  Pts. Convertible,Automóviles,De Lujo,Importado,Estados Unidos,  2,,
Venta al público de vehículos,2022,Julio,General Motors,Cruze 4 Ptas,Automóviles,Compactos,Importado,Corea del Sur,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Cruze 4 PTAS-,Automóviles,Compactos,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Cruze 5 Ptas,Automóviles,Compactos,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Cts 2 Ptas,Automóviles,De Lujo,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Cts 4 Ptas,Automóviles,De Lujo,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Enclave,Camiones ligeros,SUV's,Importado,Estados Unidos,  61,,
Venta al público de vehículos,2022,Julio,General Motors,Encore,Camiones ligeros,SUV's,Importado,Corea del Sur,  50,,
Venta al público de vehículos,2022,Julio,General Motors,Envision SUV,Camiones ligeros,SUV's,Importado,China,  2,,
Venta al público de vehículos,2022,Julio,General Motors,Epica,Automóviles,Compactos,Importado,Corea del Sur,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Equinox Suv,Camiones ligeros,SUV's,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Equinox SUV-,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Escalade ESV SUV AWD,Camiones ligeros,Minivans,Importado,Estados Unidos,  60,,
Venta al público de vehículos,2022,Julio,General Motors,Escalade EXT UUV 4X4,Camiones ligeros,Minivans,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Escalade Suv,Camiones ligeros,Minivans,Importado,Estados Unidos,  19,,
Venta al público de vehículos,2022,Julio,General Motors,GMC Sierra Cabina Regular,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,GMC Sierra Doble Cabina,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,"Kodiak Chassis Cab Class 7 PBV33,000",Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Lacrosse,Automóviles,De Lujo,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Malibu 4 Ptas,Automóviles,Compactos,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Matiz 5 Ptas,Automóviles,Subcompactos,Importado,Corea del Sur,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Regal,Automóviles,De Lujo,Importado,Canadá,  0,,
Venta al público de vehículos,2022,Julio,General Motors,S10,Camiones ligeros,Pick Ups,Importado,Brasil,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado 1500 Cabina Regular,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado 1500 Cabina Regular-,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado 2500 Cabina Extendida,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado 2500 Cabina Regular,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado 2500 Cabina Regular-,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado 2500 Doble Cabina-,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado 3500 Chassis Cab,Camiones ligeros,Pick Ups,Nacional,México,  82,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado 3500 HD Chassis Cab Heavy Duty,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Sonic-,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Sonic 5 PTS,Automóviles,Subcompactos,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Sonic 5 PTS-,Automóviles,Subcompactos,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Spark,Automóviles,Subcompactos,Importado,India,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Spark EV 5 Ptas.,Automóviles,Subcompactos,Importado,Corea del Sur,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Spark NG,Automóviles,Subcompactos,Importado,Corea del Sur,  20,,
Venta al público de vehículos,2022,Julio,General Motors,SRX SUV-,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Suburban Suv,Camiones ligeros,SUV's,Importado,Estados Unidos,  188,,
Venta al público de vehículos,2022,Julio,General Motors,Tahoe,Camiones ligeros,SUV's,Importado,Estados Unidos,  97,,
Venta al público de vehículos,2022,Julio,General Motors,Terrain Suv,Camiones ligeros,SUV's,Importado,Canadá,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Terrain SUV-,Camiones ligeros,SUV's,Nacional,México,  213,,
Venta al público de vehículos,2022,Julio,General Motors,Tornado Pickup,Camiones ligeros,Pick Ups,Importado,Brasil,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Traverse Suv,Camiones ligeros,SUV's,Importado,Estados Unidos,  38,,
Venta al público de vehículos,2022,Julio,General Motors,Trax,Camiones ligeros,SUV's,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Verano,Automóviles,De Lujo,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Volt 4 Ptas.,Automóviles,Subcompactos,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Xt4 Suv,Camiones ligeros,SUV's,Importado,Estados Unidos,  15,,
Venta al público de vehículos,2022,Julio,General Motors,XT5 SUV,Camiones ligeros,SUV's,Importado,Estados Unidos,  18,,
Venta al público de vehículos,2022,Julio,General Motors,Yukon Suv,Camiones ligeros,SUV's,Importado,Estados Unidos,  38,,
Venta al público de vehículos,2022,Julio,General Motors,Blazer,Camiones ligeros,SUV's,Nacional,México,  91,,
Venta al público de vehículos,2022,Julio,General Motors,Cheyenne Cabina Regular,Camiones ligeros,Pick Ups,Nacional,México,  41,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,Nacional,México,  53,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado Doble Cabina,Camiones ligeros,Pick Ups,Nacional,México,  164,,
Venta al público de vehículos,2022,Julio,General Motors,Cheyenne  Doble Cabina,Camiones ligeros,Pick Ups,Nacional,México,  149,,
Venta al público de vehículos,2022,Julio,General Motors,Sierra Cabina Regular,Camiones ligeros,Pick Ups,Nacional,México,  35,,
Venta al público de vehículos,2022,Julio,General Motors,Sierra Doble Cabina,Camiones ligeros,Pick Ups,Nacional,México,  62,,
Venta al público de vehículos,2022,Julio,General Motors,Cheyenne Doble Cabina,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Sierra Doble Cabina,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  42,,
Venta al público de vehículos,2022,Julio,General Motors,Silverado Cabina Regular,Camiones ligeros,Pick Ups,Nacional,México,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Onix,Automóviles,Compactos,Nacional,México, 1 583,,
Venta al público de vehículos,2022,Julio,General Motors,Tracker,Camiones ligeros,SUV's,Importado,Brasil, 2 621,,
Venta al público de vehículos,2022,Julio,General Motors,Yukon XL,Camiones ligeros,SUV's,Importado,Estados Unidos,  46,,
Venta al público de vehículos,2022,Julio,General Motors,Captiva SUV,Camiones ligeros,SUV's,Importado,China, 2 080,,
Venta al público de vehículos,2022,Julio,General Motors,Tornado Van,Camiones ligeros,Minivans,Importado,China,  883,,
Venta al público de vehículos,2022,Julio,General Motors,Groove SUV,Camiones ligeros,SUV's,Importado,China, 1 390,,
Venta al público de vehículos,2022,Julio,General Motors,Bolt EUV,Camiones ligeros,SUV's,Importado,Estados Unidos,  9,,
Venta al público de vehículos,2022,Julio,General Motors,S10 Max Chassis,Camiones ligeros,Pick Ups,Importado,China,  95,,
Venta al público de vehículos,2022,Julio,General Motors,S10 Max Cabina Regular,Camiones ligeros,Pick Ups,Importado,China,  48,,
Venta al público de vehículos,2022,Julio,General Motors,S10 Max Doble Cabina,Camiones ligeros,Pick Ups,Importado,China,  529,,
Venta al público de vehículos,2022,Julio,General Motors,Camaro,Automóviles,Deportivos,Importado,Estados Unidos,  6,,
Venta al público de vehículos,2022,Julio,General Motors,Camaro Convertible,Automóviles,De Lujo,Importado,Estados Unidos,  0,,
Venta al público de vehículos,2022,Julio,General Motors,Colorado Doble Cabina,Camiones ligeros,Pick Ups,Importado,Estados Unidos,  116,,
Venta al público de vehículos,2022,Julio,Honda,Accord-,Automóviles,De Lujo,Importado,Estados Unidos,  16,,
Venta al público de vehículos,2022,Julio,Honda,BR-V,Camiones ligeros,SUV's,Importado,Tailandia,  281,,
Venta al público de vehículos,2022,Julio,Honda,Civic,Automóviles,Compactos,Importado,Canadá,  19,,
Venta al público de vehículos,2022,Julio,Honda,CR-V,Camiones ligeros,SUV's,Importado,Estados Unidos,  674,,
Venta al público de vehículos,2022,Julio,Honda,Honda City,Automóviles,Compactos,Importado,India, 1 044,,
Venta al público de vehículos,2022,Julio,Honda,Honda Pilot,Camiones ligeros,SUV's,Importado,Estados Unidos,  59,,
Venta al público de vehículos,2022,Julio,Honda,HR-V-,Camiones ligeros,SUV's,Nacional,México,  968,,
Venta al público de vehículos,2022,Julio,Honda,Insight Hybrid,Automóviles,Compactos,Importado,Estados Unidos,  72,,
Venta al público de vehículos,2022,Julio,Honda,Odyssey,Camiones ligeros,Minivans,Importado,Estados Unidos,  3,,
Venta al público de vehículos,2022,Julio,Hyundai,Accent Hatchback,Automóviles,Subcompactos,Nacional,México,  109,,
Venta al público de vehículos,2022,Julio,Hyundai,Accent Sedan,Automóviles,Subcompactos,Nacional,México,  623,,
Venta al público de vehículos,2022,Julio,Hyundai,Creta,Camiones ligeros,SUV's,Importado,India,  762,,
Venta al público de vehículos,2022,Julio,Hyundai,Elantra,Automóviles,Compactos,Importado,Estados Unidos,  174,,
Venta al público de vehículos,2022,Julio,Hyundai,Grand I10,Automóviles,Subcompactos,Importado,India,  160,,
Venta al público de vehículos,2022,Julio,Hyundai,Grand I10 Sedán,Automóviles,Subcompactos,Importado,India,  223,,
Venta al público de vehículos,2022,Julio,Hyundai,Santa Fe,Camiones ligeros,SUV's,Importado,Estados Unidos,  8,,
Venta al público de vehículos,2022,Julio,Hyundai,Tucson,Camiones ligeros,SUV's,Importado,República Checa, 1 049,,
Venta al público de vehículos,2022,Julio,Hyundai,Palisade,Camiones ligeros,SUV's,Importado,Corea del Sur,  19,,
Venta al público de vehículos,2022,Julio,Infiniti,Infiniti,Automóviles,De Lujo,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Infiniti,Q50,Automóviles,De Lujo,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Infiniti,Q60,Automóviles,De Lujo,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Infiniti,Q70,Automóviles,De Lujo,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Infiniti,QX30,Automóviles,De Lujo,Importado,Reino Unido,  0,,
Venta al público de vehículos,2022,Julio,Infiniti,QX50,Camiones ligeros,SUV's,Nacional,México,  13,,
Venta al público de vehículos,2022,Julio,Infiniti,QX60,Camiones ligeros,SUV's,Importado,Japón,  28,,
Venta al público de vehículos,2022,Julio,Infiniti,QX70,Camiones ligeros,SUV's,Importado,Japón,  0,,
Venta al público de vehículos,2022,Julio,Infiniti,QX80,Camiones ligeros,SUV's,Importado,Japón,  7,,
Venta al público de vehículos,2022,Julio,Infiniti,QX55,Camiones ligeros,SUV's,Nacional,México,  14,,
Venta al público de vehículos,2022,Julio,Isuzu,ELF 200,Camiones ligeros,Pick Ups,Importado,Japón,  12,,
Venta al público de vehículos,2022,Julio,Isuzu,ELF 300,Camiones ligeros,Pick Ups,Importado,Japón,  59,,
Venta al público de vehículos,2022,Julio,Isuzu,ELF100,Camiones ligeros,Pick Ups,Importado,Japón,  33,,
Venta al público de vehículos,2022,Julio,JAC,Frison,Camiones ligeros,Pick Ups,Nacional,México,  541,,
Venta al público de vehículos,2022,Julio,JAC,Sei2,Camiones ligeros,SUV's,Nacional,México,  139,,
Venta al público de vehículos,2022,Julio,JAC,Sei3,Camiones ligeros,SUV's,Nacional,México,  51,,
Venta al público de vehículos,2022,Julio,JAC,Sei7,Camiones ligeros,SUV's,Nacional,México,-,,
Venta al público de vehículos,2022,Julio,JAC,X 200,Camiones ligeros,Pick Ups,Nacional,México,  44,,
Venta al público de vehículos,2022,Julio,JAC,SUNRAY,Camiones ligeros,Minivans,Nacional,México,  78,,
Venta al público de vehículos,2022,Julio,JAC,X250,Camiones ligeros,Pick Ups,Nacional,México,  8,,
Venta al público de vehículos,2022,Julio,JAC,X350,Camiones ligeros,Pick Ups,Nacional,México,  18,,
Venta al público de vehículos,2022,Julio,JAC,E X350,Camiones ligeros,Pick Ups,Nacional,México,  3,,
Venta al público de vehículos,2022,Julio,JAC,J7,Automóviles,Compactos,Nacional,México,  105,,
Venta al público de vehículos,2022,Julio,JAC,SEI7 PRO,Camiones ligeros,SUV's,Nacional,México,  69,,
Venta al público de vehículos,2022,Julio,JAC,E J7,Automóviles,Compactos,Nacional,México,  15,,
Venta al público de vehículos,2022,Julio,JAC,Sei4 Pro,Camiones ligeros,SUV's,Nacional,México,  73,,
Venta al público de vehículos,2022,Julio,JAC,E 10X,Automóviles,Compactos,Nacional,México,  96,,
Venta al público de vehículos,2022,Julio,JAC,ESei4 Pro,Camiones ligeros,SUV's,Nacional,México,  84,,
Venta al público de vehículos,2022,Julio,Jaguar,F-Pace,Automóviles,De Lujo,Importado,Reino Unido,  5,,
Venta al público de vehículos,2022,Julio,Jaguar,F-Type,Automóviles,Deportivos,Importado,Reino Unido,  5,,
Venta al público de vehículos,2022,Julio,KIA,Forte-,Automóviles,Compactos,Nacional,México,  329,,
Venta al público de vehículos,2022,Julio,KIA,KIA Niro,Camiones ligeros,SUV's,Importado,Corea del Sur,  201,,
Venta al público de vehículos,2022,Julio,KIA,Kia Río Hatchback-,Automóviles,Subcompactos,Nacional,México, 1 021,,
Venta al público de vehículos,2022,Julio,KIA,KIA Río Sedan-,Automóviles,Subcompactos,Nacional,México, 3 543,,
Venta al público de vehículos,2022,Julio,KIA,Sorento,Camiones ligeros,SUV's,Importado,Estados Unidos,  177,,
Venta al público de vehículos,2022,Julio,KIA,Soul,Camiones ligeros,SUV's,Importado,Corea del Sur,  352,,
Venta al público de vehículos,2022,Julio,KIA,Forte Hatchback,Automóviles,Compactos,Importado,Corea del Sur,  99,,
Venta al público de vehículos,2022,Julio,KIA,Seltos,Camiones ligeros,SUV's,Importado,India, 1 687,,
Venta al público de vehículos,2022,Julio,Land Rover,Discovery,Automóviles,De Lujo,Importado,Reino Unido,  2,,
Venta al público de vehículos,2022,Julio,Land Rover,Discovery Sport,Automóviles,De Lujo,Importado,Reino Unido,  9,,
